-0.45	0.87	0.14
0.45	0.83	-0.48
-0.00	0.85	-0.64
-0.45	0.83	-0.48
0.73	0.44	0.28
0.63	0.48	0.22
-0.73	0.44	0.28
-0.63	0.48	0.22
0.80	0.57	0.06
0.64	0.71	-0.03
-0.80	0.57	0.06
-0.64	0.71	-0.03
0.80	0.61	-0.19
0.64	0.73	-0.28
-0.80	0.61	-0.19
-0.64	0.73	-0.28
0.80	0.51	-0.42
0.64	0.64	-0.52
-0.80	0.51	-0.42
-0.64	0.64	-0.52
0.77	0.23	-0.48
0.62	0.28	-0.63
-0.62	0.28	-0.63
-0.77	0.23	-0.48
0.46	0.56	0.36
-0.46	0.56	0.36
0.00	0.62	0.50
0.86	0.32	-0.09
-0.86	0.32	-0.09
0.82	0.31	-0.25
-0.82	0.31	-0.25
0.43	-0.21	-0.21
0.41	-0.15	0.14
-0.43	-0.21	-0.21
-0.41	-0.15	0.14
0.59	-0.14	-0.17
-0.59	-0.14	-0.17
0.64	-0.04	-0.45
0.48	-0.02	-0.57
-0.48	-0.02	-0.57
-0.64	-0.04	-0.45
1.02	0.45	-0.37
0.89	0.39	-0.29
0.92	0.34	-0.27
1.02	0.39	-0.34
-0.92	0.34	-0.27
-0.89	0.39	-0.29
-1.02	0.45	-0.37
-1.02	0.39	-0.34
1.19	0.41	-0.45
1.23	0.47	-0.48
-1.19	0.41	-0.45
-1.23	0.47	-0.48
1.27	0.26	-0.45
1.35	0.29	-0.47
-1.27	0.26	-0.45
-1.35	0.29	-0.47
1.21	0.05	-0.43
1.28	0.02	-0.45
-1.21	0.05	-0.43
-1.28	0.02	-0.45
1.03	-0.06	-0.32
1.04	-0.13	-0.34
-1.03	-0.06	-0.32
-1.04	-0.13	-0.34
0.83	-0.08	-0.15
0.77	-0.15	-0.13
-0.83	-0.08	-0.15
-0.77	-0.15	-0.13
1.04	-0.03	-0.39
0.88	-0.04	-0.23
-0.88	-0.04	-0.23
-1.04	-0.03	-0.39
1.19	0.06	-0.47
-1.19	0.06	-0.47
1.23	0.21	-0.48
-1.23	0.21	-0.48
1.17	0.32	-0.49
-1.17	0.32	-0.49
1.02	0.31	-0.41
-1.02	0.31	-0.41
0.95	0.28	-0.33
-0.95	0.28	-0.33
0.72	-0.03	-0.19
0.73	-0.00	-0.09
-0.72	-0.03	-0.19
-0.73	-0.00	-0.09
0.84	0.27	-0.25
-0.84	0.27	-0.25
0.81	-0.04	-0.29
-0.81	-0.04	-0.29
0.84	-0.00	-0.29
0.72	0.03	-0.21
-0.72	0.03	-0.21
-0.84	-0.00	-0.29
0.76	0.07	-0.30
0.82	0.07	-0.30
-0.76	0.07	-0.30
-0.82	0.07	-0.30
0.84	0.15	-0.31
0.80	0.19	-0.25
-0.80	0.19	-0.25
-0.84	0.15	-0.31
0.89	0.22	-0.31
-0.89	0.22	-0.31
0.89	0.21	-0.36
0.95	0.26	-0.39
-0.89	0.21	-0.36
-0.95	0.26	-0.39
0.84	0.15	-0.35
-0.84	0.15	-0.35
0.77	0.07	-0.35
-0.77	0.07	-0.35
0.83	0.05	-0.35
-0.83	0.05	-0.35
0.85	-0.01	-0.34
-0.85	-0.01	-0.34
0.81	-0.04	-0.34
-0.81	-0.04	-0.34
0.88	-0.04	-0.28
-0.88	-0.04	-0.28
1.04	0.29	-0.46
-1.04	0.29	-0.46
1.19	0.30	-0.53
-1.19	0.30	-0.53
1.26	0.20	-0.53
-1.26	0.20	-0.53
1.21	0.05	-0.51
-1.21	0.05	-0.51
1.05	-0.03	-0.44
-1.05	-0.03	-0.44
0.94	0.04	-0.36
0.89	0.08	-0.36
-0.94	0.04	-0.36
-0.89	0.08	-0.36
1.00	0.10	-0.40
0.96	0.14	-0.38
-1.00	0.10	-0.40
-0.96	0.14	-0.38
1.05	0.16	-0.42
1.02	0.20	-0.41
-1.05	0.16	-0.42
-1.02	0.20	-0.41
1.11	0.18	-0.43
1.09	0.24	-0.43
-1.11	0.18	-0.43
-1.09	0.24	-0.43
0.79	-0.15	-0.34
1.04	-0.12	-0.50
-0.79	-0.15	-0.34
-1.04	-0.12	-0.50
1.31	0.01	-0.55
-1.31	0.01	-0.55
1.37	0.26	-0.54
-1.37	0.26	-0.54
1.25	0.42	-0.61
-1.25	0.42	-0.61
1.02	0.40	-0.54
-1.02	0.40	-0.54
0.86	0.35	-0.43
-0.86	0.35	-0.43
